	gene_symbol
24393	RAD51C
24394	RAD51D
24395	RAD52
24396	RAD54B
24397	RAD54L
24398	RAD54L2
24399	RAD9A
24400	RAD9B
24401	RADIL
24402	RAE1
24403	RAET1E
24404	RAET1F
24405	RAET1G
24406	RAET1J
24407	RAET1K
24408	RAET1L
24409	RAET1M
24410	RAF1
24411	RAF1P1
24412	RAG1
24413	RAG2
24414	RAI1
24415	RAI14
24416	RAI2
24417	RALA
24418	RALB
24419	RALBP1
24420	RALGAPA1
24421	RALGAPA1P
24422	RALGAPA2
24423	RALGAPB
24424	RALGDS
24425	RALGPS1
24426	RALGPS2
24427	RALY
24428	RALYL
24429	RAMP1
24430	RAMP2
24431	RAMP3
24432	RAN
24433	RANBP1
24434	RANBP10
24435	RANBP17
24436	RANBP2
24437	RANBP20P
24438	RANBP3
24439	RANBP3L
24440	RANBP6
24441	RANBP9
24442	RANGAP1
24443	RANGRF
24444	RANP1
24445	RANP6
24446	RAP1A
24447	RAP1AP
24448	RAP1B
24449	RAP1BL
24450	RAP1GAP
24451	RAP1GAP2
24452	RAP1GDS1
24453	RAP2A
24454	RAP2B
24455	RAP2C
24456	RAPGEF1
24457	RAPGEF2
24458	RAPGEF3
24459	RAPGEF4
24460	RAPGEF5
24461	RAPGEF6
24462	RAPGEFL1
24463	RAPH1
24464	RAPSN
24465	RARA
24466	RARB
24467	RARG
24468	RARRES1
24469	RARRES2
24470	RARRES3
24471	RARS
24472	RARS2
24473	RASA1
24474	RASA2
24475	RASA3
24476	RASA4
24477	RASA4B
24478	RASA4P
24479	RASAL1
24480	RASAL2
24481	RASAL3
24482	RASD1
24483	RASD2
24484	RASEF
24485	RASGEF1A
24486	RASGEF1B
24487	RASGEF1C
24488	RASGRF1
24489	RASGRF2
24490	RASGRP1
24491	RASGRP2
24492	RASGRP3
24493	RASGRP4
24494	RASIP1
24495	RASL10A
24496	RASL10B
24497	RASL11A
24498	RASL11B
24499	RASL12
24500	RASSF1
24501	RASSF10
24502	RASSF2
24503	RASSF3
24504	RASSF4
24505	RASSF5
24506	RASSF6
24507	RASSF7
24508	RASSF8
24509	RASSF9
24510	RAVER1
24511	RAVER2
24512	RAX
24513	RAX2
24514	RB1
24515	RB1CC1
24516	RBAK
24517	RBBP4
24518	RBBP4P1
24519	RBBP4P3
24520	RBBP4P4
24521	RBBP5
24522	RBBP6
24523	RBBP7
24524	RBBP8
24525	RBBP9
24526	RBCK1
24527	RBFA
24528	RBFOX1
24529	RBFOX2
24530	RBFOX3
24531	RBKS
24532	RBL1
24533	RBL2
24534	RBM
24535	RBM10
24536	RBM11
24537	RBM12
24538	RBM12B
24539	RBM14
24540	RBM15
24541	RBM15B
24542	RBM17
24543	RBM18
24544	RBM19
24545	RBM20
24546	RBM22
24547	RBM22P1
24548	RBM22P6
24549	RBM23
24550	RBM24
24551	RBM25
24552	RBM26
24553	RBM26-AS1
24554	RBM27
24555	RBM28
24556	RBM3
24557	RBM33
24558	RBM34
24559	RBM38
24560	RBM39
24561	RBM4
24562	RBM41
24563	RBM42
24564	RBM43
24565	RBM44
24566	RBM45
24567	RBM46
24568	RBM47
24569	RBM4B
24570	RBM5
24571	RBM6
24572	RBM7
24573	RBM8A
24574	RBM8B
24575	RBMS1
24576	RBMS1P1
24577	RBMS2
24578	RBMS2P1
24579	RBMS3
24580	RBMX
24581	RBMX2
24582	RBMX2P5
24583	RBMXL1
24584	RBMXL2
24585	RBMXL3
24586	RBMXP1
24587	RBMXP2
24588	RBMXP3
24589	RBMY1A1
24590	RBMY1A3P
24591	RBMY1B
24592	RBMY1C
24593	RBMY1D
24594	RBMY1E
24595	RBMY1F
24596	RBMY1GP
24597	RBMY1HP
24598	RBMY1J
24599	RBMY2AP
24600	RBMY2BP
24601	RBMY2CP
24602	RBMY2DP
24603	RBMY2EP
24604	RBMY2FP
24605	RBMY2GP
24606	RBMY2HP
24607	RBMY2JP
24608	RBMY2KP
24609	RBMY2MP
24610	RBMY2NP
24611	RBMY2OP
24612	RBMY2QP
24613	RBMY2SP
24614	RBMY2TP
24615	RBMY2UP
24616	RBMY2VP
24617	RBMY2WP
24618	RBMY2XP
24619	RBMY2YP
24620	RBMY3AP
24621	RBP1
24622	RBP2
24623	RBP3
24624	RBP4
24625	RBP5
24626	RBP7
24627	RBPJ
24628	RBPJL
24629	RBPJP1
24630	RBPJP2
24631	RBPJP3
24632	RBPJP4
24633	RBPJP6
24634	RBPMS
24635	RBPMS2
24636	RBPMSLP
24637	RBX1
24638	RC3H1
24639	RC3H2
24640	RCAN1
24641	RCAN2
24642	RCAN3
24643	RCBTB1
24644	RCBTB2
24645	RCC1
24646	RCC2
24647	RCC2P7
24648	RCCD1
24649	RCCP3
24650	RCD1
24651	RCE1
24652	RCHY1
24653	RCL1
24654	RCM2
24655	RCN1
24656	RCN1P1
24657	RCN1P2
24658	RCN2
24659	RCN3
24660	RCOR1
24661	RCOR2
24662	RCOR3
24663	RCSD1
24664	RCVRN
24665	RD3
24666	RDBP
24667	RDH10
24668	RDH11
24669	RDH12
24670	RDH13
24671	RDH14
24672	RDH16
24673	RDH5
24674	RDH8
24675	RDM1
24676	RDX
24677	RDXP1
24678	RDXP2
24679	REC8
24680	RECK
24681	RECQL
24682	RECQL4
24683	RECQL5
24684	REEP1
24685	REEP2
24686	REEP3
24687	REEP4
24688	REEP5
24689	REEP6
24690	REG1A
24691	REG1B
24692	REG1P
24693	REG3A
24694	REG3G
24695	REG4
24696	REL
24697	RELA
24698	RELB
24699	RELL1
24700	RELL2
24701	RELN
24702	RELT
24703	REM1
24704	REM2
24705	REN
24706	RENBP
24707	RENS2
24708	REP15
24709	REPIN1
24710	REPS1
24711	REPS2
24712	RER1
24713	RERE
24714	REREP3
24715	RERG
24716	RERGL
24717	RESP18
24718	REST
24719	RET
24720	RETN
24721	RETNLB
24722	RETSAT
24723	REV1
24724	REV3L
24725	REXO1
24726	REXO1L1
24727	REXO1L2P
24728	REXO1L3P
24729	REXO1L4P
24730	REXO1L5P
24731	REXO1L6P
24732	REXO1L7P
24733	REXO1L8
24734	REXO2
24735	REXO4
24736	RFC1
24737	RFC2
24738	RFC3
24739	RFC4
24740	RFC5
24741	RFESD
24742	RFFL
24743	RFH1
24744	RFK
24745	RFNG
24746	RFPL1
24747	RFPL1-AS1
24748	RFPL2
24749	RFPL3
24750	RFPL3-AS1
24751	RFPL4A
24752	RFPL4B
24753	RFT1
24754	RFTN1
24755	RFTN1P1
24756	RFTN2
24757	RFWD2
24758	RFWD2P1
24759	RFWD3
24760	RFX1
24761	RFX2
24762	RFX3
24763	RFX4
24764	RFX5
24765	RFX6
24766	RFX7
24767	RFX8
24768	RFXANK
24769	RFXAP
24770	RG9MTD1
24771	RG9MTD2
24772	RG9MTD3
24773	RGAG1
24774	RGAG4
24775	RGL1
24776	RGL2
24777	RGL3
24778	RGL4
24779	RGMA
24780	RGMB
24781	RGN
24782	RGNEF
24783	RGP1
24784	RGPD1
24785	RGPD2
24786	RGPD3
24787	RGPD4
24788	RGPD5
24789	RGPD6
24790	RGPD8
24791	RGR
24792	RGS1
24793	RGS10
24794	RGS11
24795	RGS12
24796	RGS13
24797	RGS14
24798	RGS16
24799	RGS17
24800	RGS18
24801	RGS19
24802	RGS2
24803	RGS20
24804	RGS21
24805	RGS22
24806	RGS3
24807	RGS4
24808	RGS5
24809	RGS6
24810	RGS7
24811	RGS7BP
24812	RGS8
24813	RGS9
24814	RGS9BP
24815	RGSL1
24816	RHAG
24817	RHBDD1
24818	RHBDD2
24819	RHBDD3
24820	RHBDF1
24821	RHBDF2
24822	RHBDL1
24823	RHBDL2
24824	RHBDL3
24825	RHBG
24826	RHCE
24827	RHCG
24828	RHD
24829	RHEB
24830	RHEBL1
24831	RHEBP1
24832	RHO
24833	RHOA
24834	RHOB
24835	RHOBTB1
24836	RHOBTB2
24837	RHOBTB3
24838	RHOC
24839	RHOD
24840	RHOF
24841	RHOG
24842	RHOH
24843	RHOJ
24844	RHOQ
24845	RHOQP1
24846	RHOQP2
24847	RHOQP3
24848	RHOT1
24849	RHOT1P1
24850	RHOT2
24851	RHOU
24852	RHOV
24853	RHOXF1
24854	RHOXF2
24855	RHOXF2B
24856	RHPN1
24857	RHPN2
24858	RHPN2P1
24859	RIBC1
24860	RIBC2
24861	RIC3
24862	RIC8A
24863	RIC8B
24864	RICTOR
24865	RIEG2
24866	RIF1
24867	RIIAD1
24868	RILP
24869	RILPL1
24870	RILPL2
24871	RIMBP2
24872	RIMBP3
24873	RIMBP3B
24874	RIMBP3C
24875	RIMKLA
24876	RIMKLB
24877	RIMKLBP1
24878	RIMS1
24879	RIMS2
24880	RIMS3
24881	RIMS4
24882	RIN1
24883	RIN2
24884	RIN3
24885	RING1
24886	RINL
24887	RINT1
24888	RIOK1
24889	RIOK2
24890	RIOK3
24891	RIOK3P1
24892	RIPK1
24893	RIPK2
24894	RIPK3
24895	RIPK4
24896	RIPPLY1
24897	RIPPLY2
24898	RIT1
24899	RIT2
24900	RLBP1
24901	RLF
24902	RLFP1
24903	RLIM
24904	RLIMP3
24905	RLN1
24906	RLN2
24907	RLN3
24908	RLS
24909	RLS2
24910	RLTPR
24911	RMD1
24912	RMI1
24913	RMI2
24914	RMND1
24915	RMND5A
24916	RMND5B
24917	RMRP
24918	RMST
24919	RN18S2P
24920	RN45S
24921	RN5S1@
24922	RN5S2@
24923	RN5S3@
24924	RN7SK
24925	RN7SL1
24926	RN7SL4P
24927	RN7SL5P
24928	RN7SL6P
24929	RN7SL7P
24930	RN7SL8P
24931	RNANC
24932	RNASE1
24933	RNASE10
24934	RNASE11
24935	RNASE12
24936	RNASE13
24937	RNASE2
24938	RNASE3
24939	RNASE4
24940	RNASE6
24941	RNASE7
24942	RNASE8
24943	RNASE9
24944	RNASEH1
24945	RNASEH1P1
24946	RNASEH1P2
24947	RNASEH1P3
24948	RNASEH2A
24949	RNASEH2B
24950	RNASEH2C
24951	RNASEH2CP1
24952	RNASEK
24953	RNASEL
24954	RNASET2
24955	RND1
24956	RND2
24957	RND3
24958	RNF10
24959	RNF103
24960	RNF11
24961	RNF111
24962	RNF112
24963	RNF113A
24964	RNF113B
24965	RNF114
24966	RNF115
24967	RNF11P2
24968	RNF121
24969	RNF122
24970	RNF123
24971	RNF125
24972	RNF126
24973	RNF126P1
24974	RNF128
24975	RNF13
24976	RNF130
24977	RNF133
24978	RNF135
24979	RNF138
24980	RNF138P1
24981	RNF139
24982	RNF14
24983	RNF141
24984	RNF144A
24985	RNF144B
24986	RNF145
24987	RNF146
24988	RNF148
24989	RNF149
24990	RNF150
24991	RNF151
24992	RNF152
24993	RNF157
24994	RNF165
24995	RNF166
24996	RNF167
24997	RNF168
24998	RNF169
24999	RNF17
25000	RNF170
25001	RNF175
25002	RNF180
25003	RNF181
25004	RNF182
25005	RNF183
25006	RNF185
25007	RNF186
25008	RNF187
25009	RNF19A
25010	RNF19B
25011	RNF2
25012	RNF20
25013	RNF207
25014	RNF208
25015	RNF212
25016	RNF213
25017	RNF214
25018	RNF215
25019	RNF216
25020	RNF216P1
25021	RNF217
25022	RNF219
25023	RNF220
25024	RNF222
25025	RNF223
25026	RNF224
25027	RNF24
25028	RNF25
25029	RNF26
25030	RNF31
25031	RNF32
25032	RNF34
25033	RNF38
25034	RNF39
25035	RNF4
25036	RNF40
25037	RNF41
25038	RNF43
25039	RNF44
25040	RNF5
25041	RNF5P1
25042	RNF6
25043	RNF7
25044	RNF8
25045	RNFT1
25046	RNFT2
25047	RNGTT
25048	RNH1
25049	RNLS
25050	RNMT
25051	RNMTL1
25052	RNPC3
25053	RNPEP
25054	RNPEPL1
25055	RNPS1
25056	RNU1-1
25057	RNU1-10P
25058	RNU1-11P
25059	RNU1-12P
25060	RNU1-13P
25061	RNU1-15P
25062	RNU1-2
25063	RNU1-3
25064	RNU1-4
25065	RNU1-5
25066	RNU105B
25067	RNU105C
25068	RNU11
25069	RNU12
25070	RNU2-1
25071	RNU2-2
25072	RNU2-4P
25073	RNU2-5P
25074	RNU3P2
25075	RNU3P3
25076	RNU3P4
25077	RNU4-2
25078	RNU4-3P
25079	RNU4-4P
25080	RNU4-5P
25081	RNU4-6P
25082	RNU4-7P
25083	RNU4-8P
25084	RNU4ATAC
25085	RNU5A-1
25086	RNU5B-1
25087	RNU5D-1
25088	RNU5E-1
25089	RNU5F-1
25090	RNU6-2
25091	RNU6-50
25092	RNU6ATAC
25093	RNU6V
25094	RNU7-24P
25095	RNU7-55P
25096	RNU7-68P
25097	RNU7-86P
25098	RNU86
25099	RNY1
25100	RNY3
25101	RNY4
25102	RNY4P2
25103	RNY4P3
25104	RNY4P8
25105	RNY5
25106	ROBO1
25107	ROBO2
25108	ROBO3
25109	ROBO4
25110	ROCK1
25111	ROCK1P1
25112	ROCK2
25113	ROD1
25114	ROGDI
25115	ROM1
25116	ROMO1
25117	ROPN1
25118	ROPN1B
25119	ROPN1L
25120	ROR1
25121	ROR2
25122	RORA
25123	RORB
25124	RORC
25125	ROS1
25126	RP1
25127	RP1-177G6.2
25128	RP11-165H20.1
25129	RP11-320L24.1-001
25130	RP11-379D21.2-001
25131	RP1L1
25132	RP2
25133	RP22
25134	RP23
25135	RP24
25136	RP29
25137	RP32
25138	RP6
25139	RP9
25140	RP9P
25141	RPA1
25142	RPA2
25143	RPA2P
25144	RPA3
25145	RPA4
25146	RPAIN
25147	RPAP1
25148	RPAP2
25149	RPAP3
25150	RPE
25151	RPE65
25152	RPF1
25153	RPF2
25154	RPF2P
25155	RPGR
25156	RPGRIP1
25157	RPGRIP1L
25158	RPH3A
25159	RPH3AL
25160	RPIA
25161	RPIAP1
25162	RPL10
25163	RPL10A
25164	RPL10AP1
25165	RPL10AP10
25166	RPL10AP11
25167	RPL10AP12
25168	RPL10AP13
25169	RPL10AP2
25170	RPL10AP3
25171	RPL10AP4
25172	RPL10AP8
25173	RPL10AP9
25174	RPL10L
25175	RPL10P1
25176	RPL10P12
25177	RPL10P13
25178	RPL10P14
25179	RPL10P16
25180	RPL10P2
25181	RPL10P4
25182	RPL10P5
25183	RPL10P6
25184	RPL10P7
25185	RPL10P8
25186	RPL10P9
25187	RPL11
25188	RPL11P2
25189	RPL11P5
25190	RPL12
25191	RPL12P1
25192	RPL12P10
25193	RPL12P11
25194	RPL12P12
25195	RPL12P14
25196	RPL12P17
25197	RPL12P18
25198	RPL12P2
25199	RPL12P27
25200	RPL12P3
25201	RPL12P33
25202	RPL12P35
25203	RPL12P38
25204	RPL12P4
25205	RPL12P5
25206	RPL12P6
25207	RPL12P7
25208	RPL12P8
25209	RPL12P9
25210	RPL13
25211	RPL13A
25212	RPL13AP
25213	RPL13AP13
25214	RPL13AP14
25215	RPL13AP17
25216	RPL13AP18
25217	RPL13AP2
25218	RPL13AP20
25219	RPL13AP22
25220	RPL13AP23
25221	RPL13AP24
25222	RPL13AP26
25223	RPL13AP3
25224	RPL13AP5
25225	RPL13AP6
25226	RPL13AP7
25227	RPL13AP8
25228	RPL13P
25229	RPL13P12
25230	RPL13P2
25231	RPL13P4
25232	RPL13P5
25233	RPL13P7
25234	RPL14
25235	RPL14P1
25236	RPL14P5
25237	RPL15
25238	RPL15P1
25239	RPL15P11
25240	RPL15P17
25241	RPL15P18
25242	RPL15P2
25243	RPL15P20
25244	RPL15P3
25245	RPL15P7
25246	RPL17
25247	RPL17P1
25248	RPL17P16
25249	RPL17P20
25250	RPL17P22
25251	RPL17P25
25252	RPL17P3
25253	RPL17P33
25254	RPL17P34
25255	RPL17P36
25256	RPL17P39
25257	RPL17P4
25258	RPL17P43
25259	RPL17P6
25260	RPL17P8
25261	RPL17P9
25262	RPL18
25263	RPL18A
25264	RPL18AP1
25265	RPL18AP13
25266	RPL18AP15
25267	RPL18AP16
25268	RPL18AP3
25269	RPL18AP4
25270	RPL18AP5
25271	RPL18AP6
25272	RPL18AP8
25273	RPL18P1
25274	RPL18P11
25275	RPL18P12
25276	RPL18P13
25277	RPL18P4
25278	RPL19
25279	RPL19P1
25280	RPL19P10
25281	RPL19P11
25282	RPL19P12
25283	RPL19P13
25284	RPL19P15
25285	RPL19P16
25286	RPL19P17
25287	RPL19P19
25288	RPL19P2
25289	RPL19P20
25290	RPL19P21
25291	RPL19P4
25292	RPL19P5
25293	RPL19P8
25294	RPL19P9
25295	RPL21
25296	RPL21P1
25297	RPL21P10
25298	RPL21P105
25299	RPL21P106
25300	RPL21P11
25301	RPL21P117
25302	RPL21P119
25303	RPL21P12
25304	RPL21P128
25305	RPL21P13
25306	RPL21P131
25307	RPL21P134
25308	RPL21P14
25309	RPL21P15
25310	RPL21P16
25311	RPL21P17
25312	RPL21P18
25313	RPL21P19
25314	RPL21P2
25315	RPL21P20
25316	RPL21P28
25317	RPL21P29
25318	RPL21P3
25319	RPL21P39
25320	RPL21P4
25321	RPL21P44
25322	RPL21P45
25323	RPL21P46
25324	RPL21P53
25325	RPL21P61
25326	RPL21P62
25327	RPL21P68
25328	RPL21P69
25329	RPL21P7
25330	RPL21P70
25331	RPL21P71
25332	RPL21P75
25333	RPL21P76
25334	RPL21P8
25335	RPL21P82
25336	RPL21P9
25337	RPL21P93
25338	RPL21P97
25339	RPL21P98
25340	RPL22
25341	RPL22L1
25342	RPL22P1
25343	RPL22P11
25344	RPL22P12
25345	RPL22P13
25346	RPL22P19
25347	RPL22P2
25348	RPL22P3
25349	RPL23
25350	RPL23A
25351	RPL23AP1
25352	RPL23AP10
25353	RPL23AP11
25354	RPL23AP12
25355	RPL23AP14
25356	RPL23AP15
25357	RPL23AP16
25358	RPL23AP18
25359	RPL23AP2
25360	RPL23AP20
25361	RPL23AP21
25362	RPL23AP24
25363	RPL23AP25
25364	RPL23AP26
25365	RPL23AP3
25366	RPL23AP32
25367	RPL23AP37
25368	RPL23AP38
25369	RPL23AP4
25370	RPL23AP41
25371	RPL23AP42
25372	RPL23AP43
25373	RPL23AP44
25374	RPL23AP45
25375	RPL23AP46
25376	RPL23AP47
25377	RPL23AP48
25378	RPL23AP49
25379	RPL23AP5
25380	RPL23AP50
25381	RPL23AP53
25382	RPL23AP56
25383	RPL23AP57
25384	RPL23AP6
25385	RPL23AP60
25386	RPL23AP61
25387	RPL23AP63
25388	RPL23AP64
25389	RPL23AP65
25390	RPL23AP7
25391	RPL23AP71
25392	RPL23AP74
25393	RPL23AP75
25394	RPL23AP76
25395	RPL23AP77
25396	RPL23AP8
25397	RPL23AP80
25398	RPL23AP82
25399	RPL23P2
25400	RPL23P5
25401	RPL23P6
25402	RPL23P7
25403	RPL23P8
25404	RPL24
25405	RPL24P2
25406	RPL24P3
25407	RPL24P4
25408	RPL26
25409	RPL26L1
25410	RPL26P11
25411	RPL26P12
25412	RPL26P13
25413	RPL26P16
25414	RPL26P19
25415	RPL26P2
25416	RPL26P21
25417	RPL26P22
25418	RPL26P24
25419	RPL26P3
25420	RPL26P30
25421	RPL26P32
25422	RPL26P36
25423	RPL26P37
25424	RPL26P4
25425	RPL26P5
25426	RPL27
25427	RPL27A
25428	RPL27AP
25429	RPL27AP2
25430	RPL27AP6
25431	RPL27P1
25432	RPL27P10
25433	RPL27P11
25434	RPL27P2
25435	RPL27P6
25436	RPL27P8
25437	RPL28
25438	RPL28P1
25439	RPL28P3
25440	RPL28P4
25441	RPL28P5
25442	RPL29
25443	RPL29P1
25444	RPL29P12
25445	RPL29P13
25446	RPL29P15
25447	RPL29P17
25448	RPL29P18
25449	RPL29P19
25450	RPL29P2
25451	RPL29P23
25452	RPL29P25
25453	RPL29P26
25454	RPL29P28
25455	RPL29P3
25456	RPL29P30
25457	RPL29P31
25458	RPL29P32
25459	RPL29P33
25460	RPL29P4
25461	RPL29P5
25462	RPL29P6
25463	RPL29P9
25464	RPL3
25465	RPL30
25466	RPL31
25467	RPL31P1
25468	RPL31P10
25469	RPL31P11
25470	RPL31P13
25471	RPL31P17
25472	RPL31P18
25473	RPL31P2
25474	RPL31P28
25475	RPL31P3
25476	RPL31P30
25477	RPL31P31
25478	RPL31P32
25479	RPL31P35
25480	RPL31P37
25481	RPL31P38
25482	RPL31P39
25483	RPL31P4
25484	RPL31P43
25485	RPL31P44
25486	RPL31P45
25487	RPL31P48
25488	RPL31P50
25489	RPL31P51
25490	RPL31P57
25491	RPL31P6
25492	RPL31P7
25493	RPL31P8
25494	RPL31P9
25495	RPL32
25496	RPL32P1
25497	RPL32P10
25498	RPL32P11
25499	RPL32P16
25500	RPL32P17
25501	RPL32P18
25502	RPL32P19
25503	RPL32P2
25504	RPL32P20
25505	RPL32P22
25506	RPL32P23
25507	RPL32P29
25508	RPL32P3
25509	RPL32P31
25510	RPL32P36
25511	RPL32P5
25512	RPL32P7
25513	RPL34
25514	RPL34P1
25515	RPL34P2
25516	RPL34P27
25517	RPL34P3
25518	RPL34P31
25519	RPL34P33
25520	RPL34P34
25521	RPL35
25522	RPL35A
25523	RPL35AP
25524	RPL35AP2
25525	RPL35P1
25526	RPL35P2
25527	RPL35P3
25528	RPL35P5
25529	RPL35P7
25530	RPL35P8
25531	RPL36
25532	RPL36A
25533	RPL36AL
25534	RPL36AP2
25535	RPL36AP23
25536	RPL36AP26
25537	RPL36AP31
25538	RPL36AP37
25539	RPL36AP4
25540	RPL36AP40
25541	RPL36AP46
25542	RPL36AP48
25543	RPL36AP49
25544	RPL36AP5
25545	RPL36AP51
25546	RPL36AP7
25547	RPL36AP8
25548	RPL36P1
25549	RPL36P14
25550	RPL36P2
25551	RPL36P3
25552	RPL36P4
25553	RPL36P5
25554	RPL36P8
25555	RPL37
25556	RPL37A
25557	RPL37AP1
25558	RPL37AP8
25559	RPL37P1
25560	RPL37P2
25561	RPL37P23
25562	RPL37P5
25563	RPL37P6
25564	RPL38
25565	RPL38P1
25566	RPL39
25567	RPL39L
25568	RPL39P
25569	RPL39P2
25570	RPL39P3
25571	RPL39P4
25572	RPL39P5
25573	RPL3L
25574	RPL3P1
25575	RPL3P2
25576	RPL3P3
25577	RPL3P4
25578	RPL3P6
25579	RPL3P7
25580	RPL3P8
25581	RPL4
25582	RPL41
25583	RPL41P1
25584	RPL41P2
25585	RPL41P3
25586	RPL41P4
25587	RPL41P5
25588	RPL41P6
25589	RPL41P7
25590	RPL4P1
25591	RPL4P2
25592	RPL4P3
25593	RPL4P4
25594	RPL4P5
25595	RPL5
25596	RPL5P1
25597	RPL5P10
25598	RPL5P11
25599	RPL5P17
25600	RPL5P18
25601	RPL5P2
25602	RPL5P22
25603	RPL5P29
25604	RPL5P3
25605	RPL5P31
25606	RPL5P34
25607	RPL5P5
25608	RPL5P6
25609	RPL5P7
25610	RPL6
25611	RPL6P1
25612	RPL6P10
25613	RPL6P13
25614	RPL6P14
25615	RPL6P16
25616	RPL6P19
25617	RPL6P2
25618	RPL6P20
25619	RPL6P22
25620	RPL6P25
25621	RPL6P27
25622	RPL6P29
25623	RPL6P3
25624	RPL6P30
25625	RPL6P4
25626	RPL7
25627	RPL7A
25628	RPL7AP10
25629	RPL7AP11
25630	RPL7AP12
25631	RPL7AP13
25632	RPL7AP14
25633	RPL7AP17
25634	RPL7AP18
25635	RPL7AP26
25636	RPL7AP27
25637	RPL7AP28
25638	RPL7AP3
25639	RPL7AP30
25640	RPL7AP31
25641	RPL7AP32
25642	RPL7AP33
25643	RPL7AP34
25644	RPL7AP36
25645	RPL7AP37
25646	RPL7AP38
25647	RPL7AP39
25648	RPL7AP40
25649	RPL7AP41
25650	RPL7AP43
25651	RPL7AP46
25652	RPL7AP5
25653	RPL7AP53
25654	RPL7AP54
25655	RPL7AP58
25656	RPL7AP6
25657	RPL7AP62
25658	RPL7AP63
25659	RPL7AP64
25660	RPL7AP66
25661	RPL7AP7
25662	RPL7AP70
25663	RPL7AP8
25664	RPL7AP9
25665	RPL7L1
25666	RPL7L1P11
25667	RPL7L1P5
25668	RPL7L1P7
25669	RPL7L1P8
25670	RPL7P
25671	RPL7P10
25672	RPL7P13
25673	RPL7P16
25674	RPL7P2
25675	RPL7P20
25676	RPL7P21
25677	RPL7P22
25678	RPL7P23
25679	RPL7P26
25680	RPL7P27
25681	RPL7P28
25682	RPL7P29
25683	RPL7P3
25684	RPL7P32
25685	RPL7P33
25686	RPL7P34
25687	RPL7P37
25688	RPL7P38
25689	RPL7P4
25690	RPL7P44
25691	RPL7P46
25692	RPL7P47
25693	RPL7P48
25694	RPL7P5
25695	RPL7P50
25696	RPL7P52
25697	RPL7P56
25698	RPL7P57
25699	RPL7P58
25700	RPL7P6
25701	RPL7P7
25702	RPL7P8
25703	RPL7P9
25704	RPL8
25705	RPL8P1
25706	RPL8P4
25707	RPL9
25708	RPL9P11
25709	RPL9P16
25710	RPL9P17
25711	RPL9P18
25712	RPL9P2
25713	RPL9P21
25714	RPL9P25
25715	RPL9P28
25716	RPL9P32
25717	RPL9P4
25718	RPL9P6
25719	RPL9P7
25720	RPL9P8
25721	RPL9P9
25722	RPLP0
25723	RPLP0P1
25724	RPLP0P10
25725	RPLP0P11
25726	RPLP0P3
25727	RPLP0P4
25728	RPLP0P5
25729	RPLP0P6
25730	RPLP0P9
25731	RPLP1
25732	RPLP1P1
25733	RPLP1P12
25734	RPLP1P2
25735	RPLP1P3
25736	RPLP1P4
25737	RPLP1P5
25738	RPLP1P6
25739	RPLP1P7
25740	RPLP2
25741	RPLP2P1
25742	RPLP2P2
25743	RPLP2P3
25744	RPN1
25745	RPN2
25746	RPP14
25747	RPP21
25748	RPP25
25749	RPP30
25750	RPP38
25751	RPP40
25752	RPPH1
25753	RPRD1A
25754	RPRD1B
25755	RPRD2
25756	RPRM
25757	RPRML
25758	RPS10
25759	RPS10P1
25760	RPS10P10
25761	RPS10P11
25762	RPS10P12
25763	RPS10P13
25764	RPS10P14
25765	RPS10P15
25766	RPS10P17
25767	RPS10P2
25768	RPS10P22
25769	RPS10P24
25770	RPS10P29
25771	RPS10P3
25772	RPS10P30
25773	RPS10P4
25774	RPS10P5
25775	RPS10P6
25776	RPS10P7
25777	RPS10P8
25778	RPS10P9
25779	RPS11
25780	RPS11P1
25781	RPS11P2
25782	RPS11P5
25783	RPS11P6
25784	RPS12
25785	RPS12P1
25786	RPS12P11
25787	RPS12P22
25788	RPS12P23
25789	RPS12P25
25790	RPS12P29
25791	RPS12P3
25792	RPS12P4
25793	RPS12P8
25794	RPS12P9
25795	RPS13
25796	RPS13P2
25797	RPS13P8
25798	RPS14
25799	RPS14P10
25800	RPS14P3
25801	RPS14P6
25802	RPS14P8
25803	RPS14P9
25804	RPS15
25805	RPS15A
25806	RPS15AP1
25807	RPS15AP10
25808	RPS15AP11
25809	RPS15AP17
25810	RPS15AP19
25811	RPS15AP2
25812	RPS15AP20
25813	RPS15AP24
25814	RPS15AP25
25815	RPS15AP3
25816	RPS15AP34
25817	RPS15AP35
25818	RPS15AP4
25819	RPS15AP9
25820	RPS15P1
25821	RPS15P2
25822	RPS15P3
25823	RPS15P4
25824	RPS15P5
25825	RPS15P6
25826	RPS15P8
25827	RPS15P9
25828	RPS16
25829	RPS16P1
25830	RPS16P10
25831	RPS16P2
25832	RPS16P5
25833	RPS16P7
25834	RPS16P9
25835	RPS17
25836	RPS17P1
25837	RPS17P10
25838	RPS17P12
25839	RPS17P16
25840	RPS17P2
25841	RPS17P3
25842	RPS17P5
25843	RPS17P6
25844	RPS18
25845	RPS18P1
25846	RPS18P10
25847	RPS18P12
25848	RPS18P2
25849	RPS18P5
25850	RPS18P7
25851	RPS18P9
25852	RPS19
25853	RPS19BP1
25854	RPS19P1
25855	RPS19P2
25856	RPS19P3
25857	RPS19P7
25858	RPS2
25859	RPS20
25860	RPS20P1
25861	RPS20P14
25862	RPS20P2
25863	RPS20P27
25864	RPS20P3
25865	RPS20P4
25866	RPS21
25867	RPS23
