	gene_symbol
22890	PHKB
22891	PHKBP1
22892	PHKBP2
22893	PHKG1
22894	PHKG1P1
22895	PHKG1P2
22896	PHKG1P3
22897	PHKG2
22898	PHLDA1
22899	PHLDA2
22900	PHLDA3
22901	PHLDB1
22902	PHLDB2
22903	PHLDB3
22904	PHLPP1
22905	PHLPP2
22906	PHOSPHO1
22907	PHOSPHO2
22908	PHOSPHO2-KLHL23
22909	PHOX2A
22910	PHOX2B
22911	PHPT1
22912	PHRF1
22913	PHTF1
22914	PHTF2
22915	PHYH
22916	PHYHD1
22917	PHYHIP
22918	PHYHIPL
22919	PI15
22920	PI16
22921	PI3
22922	PI4K2A
22923	PI4K2B
22924	PI4KA
22925	PI4KAP1
22926	PI4KAP2
22927	PI4KB
22928	PIAS1
22929	PIAS2
22930	PIAS3
22931	PIAS4
22932	PIBF1
22933	PICALM
22934	PICK1
22935	PID1
22936	PIDD
22937	PIEZO1
22938	PIEZO1P1
22939	PIEZO2
22940	PIF1
22941	PIGA
22942	PIGAP1
22943	PIGB
22944	PIGC
22945	PIGCP1
22946	PIGF
22947	PIGFP1
22948	PIGG
22949	PIGH
22950	PIGK
22951	PIGL
22952	PIGM
22953	PIGN
22954	PIGO
22955	PIGP
22956	PIGQ
22957	PIGR
22958	PIGS
22959	PIGT
22960	PIGU
22961	PIGV
22962	PIGW
22963	PIGX
22964	PIGY
22965	PIGZ
22966	PIH1D1
22967	PIH1D2
22968	PIH2
22969	PIK3AP1
22970	PIK3C2A
22971	PIK3C2B
22972	PIK3C2G
22973	PIK3C3
22974	PIK3CA
22975	PIK3CB
22976	PIK3CD
22977	PIK3CG
22978	PIK3IP1
22979	PIK3R1
22980	PIK3R2
22981	PIK3R3
22982	PIK3R4
22983	PIK3R5
22984	PIK3R6
22985	PIKFYVE
22986	PILRA
22987	PILRB
22988	PIM1
22989	PIM2
22990	PIM3
22991	PIN1
22992	PIN1P1
22993	PIN4
22994	PINK1
22995	PINX1
22996	PION
22997	PIP
22998	PIP4K2A
22999	PIP4K2B
23000	PIP4K2C
23001	PIP5K1A
23002	PIP5K1B
23003	PIP5K1C
23004	PIP5K1P1
23005	PIP5KL1
23006	PIPOX
23007	PIPSL
23008	PIR
23009	PIRT
23010	PISD
23011	PISRT1
23012	PITHD1
23013	PITPNA
23014	PITPNB
23015	PITPNC1
23016	PITPNM1
23017	PITPNM2
23018	PITPNM3
23019	PITRM1
23020	PITX1
23021	PITX2
23022	PITX3
23023	PIWIL1
23024	PIWIL2
23025	PIWIL3
23026	PIWIL4
23027	PJA1
23028	PJA2
23029	PKD1
23030	PKD1L1
23031	PKD1L2
23032	PKD1L3
23033	PKD1P1
23034	PKD1P2
23035	PKD1P3
23036	PKD1P4
23037	PKD1P5
23038	PKD1P6
23039	PKD2
23040	PKD2L1
23041	PKD2L2
23042	PKD3
23043	PKDCC
23044	PKDREJ
23045	PKDTS
23046	PKHD1
23047	PKHD1L1
23048	PKI55
23049	PKIA
23050	PKIB
23051	PKIG
23052	PKLR
23053	PKM2
23054	PKMYT1
23055	PKN1
23056	PKN2
23057	PKN3
23058	PKNOX1
23059	PKNOX2
23060	PKP1
23061	PKP2
23062	PKP2P1
23063	PKP3
23064	PKP4
23065	PKP4P1
23066	PLA1A
23067	PLA2G10
23068	PLA2G12A
23069	PLA2G12B
23070	PLA2G15
23071	PLA2G16
23072	PLA2G1B
23073	PLA2G2A
23074	PLA2G2C
23075	PLA2G2D
23076	PLA2G2E
23077	PLA2G2F
23078	PLA2G3
23079	PLA2G4A
23080	PLA2G4B
23081	PLA2G4C
23082	PLA2G4D
23083	PLA2G4E
23084	PLA2G4F
23085	PLA2G5
23086	PLA2G6
23087	PLA2G7
23088	PLA2R1
23089	PLAA
23090	PLAC1
23091	PLAC1L
23092	PLAC2
23093	PLAC4
23094	PLAC5
23095	PLAC7
23096	PLAC8
23097	PLAC8L1
23098	PLAC9
23099	PLAG1
23100	PLAGL1
23101	PLAGL2
23102	PLAT
23103	PLAU
23104	PLAUR
23105	PLB1
23106	PLBD1
23107	PLBD2
23108	PLCB1
23109	PLCB2
23110	PLCB3
23111	PLCB4
23112	PLCD1
23113	PLCD3
23114	PLCD4
23115	PLCE1
23116	PLCG1
23117	PLCG2
23118	PLCH1
23119	PLCH2
23120	PLCL1
23121	PLCL2
23122	PLCXD1
23123	PLCXD2
23124	PLCXD3
23125	PLCZ1
23126	PLD1
23127	PLD2
23128	PLD3
23129	PLD4
23130	PLD5
23131	PLD6
23132	PLDN
23133	PLEC
23134	PLEK
23135	PLEK2
23136	PLEKHA1
23137	PLEKHA2
23138	PLEKHA3
23139	PLEKHA3P1
23140	PLEKHA4
23141	PLEKHA5
23142	PLEKHA6
23143	PLEKHA7
23144	PLEKHA8
23145	PLEKHA8P1
23146	PLEKHB1
23147	PLEKHB2
23148	PLEKHD1
23149	PLEKHF1
23150	PLEKHF2
23151	PLEKHG1
23152	PLEKHG2
23153	PLEKHG3
23154	PLEKHG4
23155	PLEKHG4B
23156	PLEKHG5
23157	PLEKHG6
23158	PLEKHG7
23159	PLEKHH1
23160	PLEKHH2
23161	PLEKHH3
23162	PLEKHJ1
23163	PLEKHM1
23164	PLEKHM1P
23165	PLEKHM2
23166	PLEKHM3
23167	PLEKHN1
23168	PLEKHO1
23169	PLEKHO2
23170	PLF
23171	PLG
23172	PLGLA
23173	PLGLB1
23174	PLGLB2
23175	PLIN1
23176	PLIN2
23177	PLIN3
23178	PLIN4
23179	PLIN5
23180	PLK1
23181	PLK1S1
23182	PLK2
23183	PLK3
23184	PLK4
23185	PLK5
23186	PLLP
23187	PLN
23188	PLOD1
23189	PLOD2
23190	PLOD3
23191	PLP1
23192	PLP2
23193	PLRG1
23194	PLS1
23195	PLS3
23196	PLSCR1
23197	PLSCR2
23198	PLSCR3
23199	PLSCR4
23200	PLSCR5
23201	PLTP
23202	PLVAP
23203	PLXDC1
23204	PLXDC2
23205	PLXNA1
23206	PLXNA2
23207	PLXNA3
23208	PLXNA4
23209	PLXNB1
23210	PLXNB2
23211	PLXNB3
23212	PLXNC1
23213	PLXND1
23214	PM20D1
23215	PM20D2
23216	PMAIP1
23217	PMCH
23218	PMCHL1
23219	PMCHL2
23220	PMEL
23221	PMEPA1
23222	PMF1
23223	PMFBP1
23224	PML
23225	PMM1
23226	PMM2
23227	PMM2P1
23228	PMM2P2
23229	PMP2
23230	PMP22
23231	PMPCA
23232	PMPCB
23233	PMS1
23234	PMS2
23235	PMS2CL
23236	PMS2L2
23237	PMS2LP2
23238	PMS2P1
23239	PMS2P10
23240	PMS2P12
23241	PMS2P3
23242	PMS2P4
23243	PMS2P5
23244	PMS2P6
23245	PMS2P8
23246	PMS2P9
23247	PMVK
23248	PNCK
23249	PNISR
23250	PNKD
23251	PNKP
23252	PNLDC1
23253	PNLIP
23254	PNLIPRP1
23255	PNLIPRP2
23256	PNLIPRP3
23257	PNMA1
23258	PNMA2
23259	PNMA3
23260	PNMA5
23261	PNMA6A
23262	PNMA6B
23263	PNMAL1
23264	PNMAL2
23265	PNMT
23266	PNN
23267	PNO1
23268	PNOC
23269	PNP
23270	PNPLA1
23271	PNPLA10P
23272	PNPLA2
23273	PNPLA3
23274	PNPLA4
23275	PNPLA5
23276	PNPLA6
23277	PNPLA7
23278	PNPLA8
23279	PNPO
23280	PNPT1
23281	PNRC1
23282	PNRC2
23283	POC1A
23284	POC1B
23285	POC5
23286	PODN
23287	PODNL1
23288	PODXL
23289	PODXL2
23290	POF1B
23291	POFUT1
23292	POFUT2
23293	POGK
23294	POGLUT1
23295	POGZ
23296	POLA1
23297	POLA2
23298	POLB
23299	POLD1
23300	POLD2
23301	POLD2P1
23302	POLD3
23303	POLD4
23304	POLDIP2
23305	POLDIP3
23306	POLE
23307	POLE2
23308	POLE3
23309	POLE4
23310	POLG
23311	POLG2
23312	POLH
23313	POLI
23314	POLK
23315	POLL
23316	POLM
23317	POLN
23318	POLQ
23319	POLR1A
23320	POLR1B
23321	POLR1C
23322	POLR1D
23323	POLR1E
23324	POLR2A
23325	POLR2B
23326	POLR2C
23327	POLR2CP
23328	POLR2D
23329	POLR2E
23330	POLR2F
23331	POLR2G
23332	POLR2H
23333	POLR2I
23334	POLR2J
23335	POLR2J2
23336	POLR2J3
23337	POLR2J4
23338	POLR2K
23339	POLR2L
23340	POLR2LP
23341	POLR2M
23342	POLR3A
23343	POLR3B
23344	POLR3C
23345	POLR3D
23346	POLR3E
23347	POLR3F
23348	POLR3G
23349	POLR3GL
23350	POLR3H
23351	POLR3K
23352	POLR3KP2
23353	POLRMT
23354	POLRMTP1
23355	POM121
23356	POM121B
23357	POM121C
23358	POM121L10P
23359	POM121L12
23360	POM121L1P
23361	POM121L2
23362	POM121L3P
23363	POM121L4P
23364	POM121L6P
23365	POM121L7
23366	POM121L8P
23367	POM121L9P
23368	POMC
23369	POMGNT1
23370	POMP
23371	POMT1
23372	POMT2
23373	POMZP3
23374	PON1
23375	PON2
23376	PON3
23377	POP1
23378	POP4
23379	POP5
23380	POP7
23381	POPDC2
23382	POPDC3
23383	POR
23384	PORCN
23385	POSTN
23386	POT1
23387	POTEA
23388	POTEB
23389	POTEC
23390	POTED
23391	POTEE
23392	POTEF
23393	POTEG
23394	POTEH
23395	POTEI
23396	POTEJ
23397	POTEKP
23398	POTEM
23399	POU1F1
23400	POU2AF1
23401	POU2F1
23402	POU2F2
23403	POU2F3
23404	POU3F1
23405	POU3F2
23406	POU3F3
23407	POU3F4
23408	POU4F1
23409	POU4F2
23410	POU4F3
23411	POU5F1
23412	POU5F1B
23413	POU5F1P3
23414	POU5F1P4
23415	POU5F2
23416	POU6F1
23417	POU6F2
23418	PP12613
23419	PP12708
23420	PP13
23421	PP13439
23422	PP14571
23423	PP1P
23424	PP2672
23425	PP2D1
23426	PP7080
23427	PPA1
23428	PPA2
23429	PPAN
23430	PPAN-P2RY11
23431	PPAP2A
23432	PPAP2B
23433	PPAP2C
23434	PPAPDC1A
23435	PPAPDC1B
23436	PPAPDC2
23437	PPAPDC3
23438	PPARA
23439	PPARD
23440	PPARG
23441	PPARGC1A
23442	PPARGC1B
23443	PPAT
23444	PPBP
23445	PPBPL1
23446	PPBPL2
23447	PPCDC
23448	PPCS
23449	PPDPF
23450	PPEF1
23451	PPEF2
23452	PPFIA1
23453	PPFIA2
23454	PPFIA3
23455	PPFIA4
23456	PPFIBP1
23457	PPFIBP2
23458	PPH2
23459	PPHLN1
23460	PPIA
23461	PPIAL4A
23462	PPIAL4B
23463	PPIAL4C
23464	PPIAL4D
23465	PPIAL4E
23466	PPIAL4F
23467	PPIAL4G
23468	PPIAP1
23469	PPIAP10
23470	PPIAP11
23471	PPIAP13
23472	PPIAP14
23473	PPIAP15
23474	PPIAP16
23475	PPIAP18
23476	PPIAP19
23477	PPIAP2
23478	PPIAP21
23479	PPIAP22
23480	PPIAP23
23481	PPIAP25
23482	PPIAP28
23483	PPIAP29
23484	PPIAP3
23485	PPIAP4
23486	PPIAP5
23487	PPIAP6
23488	PPIAP7
23489	PPIAP8
23490	PPIAP9
23491	PPIB
23492	PPIC
23493	PPID
23494	PPIE
23495	PPIEL
23496	PPIF
23497	PPIG
23498	PPIH
23499	PPIHP1
23500	PPIHP2
23501	PPIL1
23502	PPIL1P1
23503	PPIL2
23504	PPIL3
23505	PPIL4
23506	PPIL6
23507	PPIP5K1
23508	PPIP5K1P1
23509	PPIP5K2
23510	PPKB
23511	PPL
23512	PPM1A
23513	PPM1AP1
23514	PPM1B
23515	PPM1D
23516	PPM1E
23517	PPM1F
23518	PPM1G
23519	PPM1H
23520	PPM1J
23521	PPM1K
23522	PPM1L
23523	PPM1M
23524	PPM1N
23525	PPME1
23526	PPOX
23527	PPP1CA
23528	PPP1CB
23529	PPP1CC
23530	PPP1R10
23531	PPP1R11
23532	PPP1R12A
23533	PPP1R12B
23534	PPP1R12BP1
23535	PPP1R12BP2
23536	PPP1R12C
23537	PPP1R13B
23538	PPP1R13L
23539	PPP1R14A
23540	PPP1R14B
23541	PPP1R14BP1
23542	PPP1R14BP2
23543	PPP1R14BP5
23544	PPP1R14C
23545	PPP1R14D
23546	PPP1R15A
23547	PPP1R15B
23548	PPP1R16A
23549	PPP1R16B
23550	PPP1R17
23551	PPP1R18
23552	PPP1R1A
23553	PPP1R1B
23554	PPP1R1C
23555	PPP1R2
23556	PPP1R21
23557	PPP1R26
23558	PPP1R27
23559	PPP1R2P1
23560	PPP1R2P2
23561	PPP1R2P3
23562	PPP1R2P4
23563	PPP1R2P6
23564	PPP1R2P9
23565	PPP1R32
23566	PPP1R35
23567	PPP1R36
23568	PPP1R37
23569	PPP1R39
23570	PPP1R3A
23571	PPP1R3B
23572	PPP1R3C
23573	PPP1R3D
23574	PPP1R3E
23575	PPP1R3F
23576	PPP1R3G
23577	PPP1R42
23578	PPP1R7
23579	PPP1R8
23580	PPP1R8P1
23581	PPP1R9A
23582	PPP1R9B
23583	PPP2CA
23584	PPP2CB
23585	PPP2CBP1
23586	PPP2R1A
23587	PPP2R1B
23588	PPP2R2A
23589	PPP2R2B
23590	PPP2R2C
23591	PPP2R2D
23592	PPP2R3A
23593	PPP2R3B
23594	PPP2R3B-AS1
23595	PPP2R3C
23596	PPP2R4
23597	PPP2R5A
23598	PPP2R5B
23599	PPP2R5C
23600	PPP2R5CP
23601	PPP2R5D
23602	PPP2R5E
23603	PPP3CA
23604	PPP3CB
23605	PPP3CC
23606	PPP3R1
23607	PPP3R2
23608	PPP4C
23609	PPP4R1
23610	PPP4R1L
23611	PPP4R2
23612	PPP4R4
23613	PPP5C
23614	PPP6C
23615	PPP6R1
23616	PPP6R2
23617	PPP6R3
23618	PPPDE1
23619	PPPDE2
23620	PPR1
23621	PPR3
23622	PPRC1
23623	PPT1
23624	PPT2
23625	PPTC7
23626	PPWD1
23627	PPY
23628	PPY2
23629	PPYR1
23630	PQBP1
23631	PQLC1
23632	PQLC2
23633	PQLC3
23634	PR@
23635	PRAC
23636	PRADC1
23637	PRAF2
23638	PRAM1
23639	PRAME
23640	PRAMEF1
23641	PRAMEF10
23642	PRAMEF11
23643	PRAMEF12
23644	PRAMEF13
23645	PRAMEF14
23646	PRAMEF15
23647	PRAMEF16
23648	PRAMEF17
23649	PRAMEF18
23650	PRAMEF19
23651	PRAMEF2
23652	PRAMEF20
23653	PRAMEF21
23654	PRAMEF22
23655	PRAMEF23
23656	PRAMEF24
23657	PRAMEF25
23658	PRAMEF3
23659	PRAMEF4
23660	PRAMEF5
23661	PRAMEF6
23662	PRAMEF7
23663	PRAMEF8
23664	PRAMEF9
23665	PRAMEL
23666	PRAP1
23667	PRB1
23668	PRB2
23669	PRB3
23670	PRB4
23671	PRC1
23672	PRCC
23673	PRCD
23674	PRCP
23675	PRD
23676	PRDM1
23677	PRDM10
23678	PRDM11
23679	PRDM12
23680	PRDM13
23681	PRDM14
23682	PRDM15
23683	PRDM16
23684	PRDM2
23685	PRDM4
23686	PRDM5
23687	PRDM6
23688	PRDM7
23689	PRDM8
23690	PRDM9
23691	PRDX1
23692	PRDX2
23693	PRDX2P1
23694	PRDX3
23695	PRDX4
23696	PRDX5
23697	PRDX6
23698	PREB
23699	PRED4
23700	PRELID1
23701	PRELID2
23702	PRELP
23703	PREP
23704	PREPL
23705	PREX1
23706	PREX2
23707	PRF1
23708	PRG1
23709	PRG2
23710	PRG3
23711	PRG4
23712	PRH1
23713	PRH2
23714	PRHOXNB
23715	PRIC285
23716	PRICKLE1
23717	PRICKLE2
23718	PRICKLE3
23719	PRICKLE4
23720	PRIM1
23721	PRIM2
23722	PRIMA1
23723	PRINS
23724	PRKAA1
23725	PRKAA2
23726	PRKAB1
23727	PRKAB2
23728	PRKACA
23729	PRKACB
23730	PRKACG
23731	PRKAG1
23732	PRKAG2
23733	PRKAG3
23734	PRKAR1A
23735	PRKAR1AP
23736	PRKAR1B
23737	PRKAR2A
23738	PRKAR2B
23739	PRKCA
23740	PRKCB
23741	PRKCD
23742	PRKCDBP
23743	PRKCE
23744	PRKCG
23745	PRKCH
23746	PRKCI
23747	PRKCQ
23748	PRKCSH
23749	PRKCZ
23750	PRKD1
23751	PRKD2
23752	PRKD3
23753	PRKDC
23754	PRKG1
23755	PRKG2
23756	PRKRA
23757	PRKRIP1
23758	PRKRIR
23759	PRKRIRP1
23760	PRKRIRP3
23761	PRKRIRP8
23762	PRKX
23763	PRKXP1
23764	PRKXP2
23765	PRKY
23766	PRL
23767	PRLH
23768	PRLHR
23769	PRLR
23770	PRM1
23771	PRM2
23772	PRM3
23773	PRMT1
23774	PRMT10
23775	PRMT2
23776	PRMT3
23777	PRMT5
23778	PRMT6
23779	PRMT7
23780	PRMT8
23781	PRND
23782	PRNP
23783	PRNT
23784	PRO0255
23785	PRO0471
23786	PRO0478
23787	PRO0611
23788	PRO0628
23789	PRO1082
23790	PRO1483
23791	PRO1575
23792	PRO1596
23793	PRO1621
23794	PRO1768
23795	PRO1848
23796	PRO1880
23797	PRO2012
23798	PRO2133
23799	PRO2214
23800	PRO2268
23801	PRO2533
23802	PRO2852
23803	PRO2949
23804	PRO2958
23805	PRO2964
23806	PROC
23807	PROCA1
23808	PROCR
23809	PRODH
23810	PRODH2
23811	PROK1
23812	PROK2
23813	PROKR1
23814	PROKR2
23815	PROL1
23816	PROM1
23817	PROM2
23818	PROP1
23819	PRORSD1P
23820	PROS1
23821	PROSC
23822	PROSER1
23823	PROX1
23824	PROX2
23825	PROZ
23826	PRPF18
23827	PRPF19
23828	PRPF3
23829	PRPF31
23830	PRPF38A
23831	PRPF38B
23832	PRPF39
23833	PRPF4
23834	PRPF40A
23835	PRPF40B
23836	PRPF4B
23837	PRPF6
23838	PRPF8
23839	PRPH
23840	PRPH2
23841	PRPS1
23842	PRPS1L1
23843	PRPS2
23844	PRPSAP1
23845	PRPSAP2
23846	PRR11
23847	PRR12
23848	PRR13
23849	PRR14
23850	PRR14L
23851	PRR15
23852	PRR15L
23853	PRR16
23854	PRR18
23855	PRR19
23856	PRR20A
23857	PRR20B
23858	PRR20C
23859	PRR20D
23860	PRR20E
23861	PRR21
23862	PRR22
23863	PRR23A
23864	PRR23B
23865	PRR23C
23866	PRR24
23867	PRR25
23868	PRR3
23869	PRR4
23870	PRR5
23871	PRR5-ARHGAP8
23872	PRR5L
23873	PRR7
23874	PRR9
23875	PRRC1
23876	PRRC2A
23877	PRRC2B
23878	PRRC2C
23879	PRRC2CP1
23880	PRRG1
23881	PRRG2
23882	PRRG3
23883	PRRG4
23884	PRRT1
23885	PRRT2
23886	PRRT3
23887	PRRT4
23888	PRRX1
23889	PRRX2
23890	PRS
23891	PRSS1
23892	PRSS12
23893	PRSS16
23894	PRSS2
23895	PRSS21
23896	PRSS22
23897	PRSS23
23898	PRSS27
23899	PRSS29P
23900	PRSS3
23901	PRSS30P
23902	PRSS33
23903	PRSS35
23904	PRSS36
23905	PRSS37
23906	PRSS38
23907	PRSS41
23908	PRSS42
23909	PRSS44
23910	PRSS45
23911	PRSS46
23912	PRSS47
23913	PRSS48
23914	PRSS50
23915	PRSS53
23916	PRSS54
23917	PRSS55
23918	PRSS56
23919	PRSS57
23920	PRSS58
23921	PRSS8
23922	PRTFDC1
23923	PRTG
23924	PRTN3
23925	PRUNE
23926	PRUNE2
23927	PRX
23928	PRY
23929	PRY2
23930	PRYP1
23931	PRYP2
23932	PRYP3
23933	PRYP4
23934	PS1TP4
23935	PS3
23936	PS5
23937	PSAP
23938	PSAPL1
23939	PSAT1
23940	PSAT1P1
23941	PSCA
23942	PSD
23943	PSD2
23944	PSD3
23945	PSD4
23946	PSEN1
23947	PSEN2
23948	PSENEN
23949	PSG1
23950	PSG10P
23951	PSG11
23952	PSG2
23953	PSG3
23954	PSG4
23955	PSG5
23956	PSG6
23957	PSG7
23958	PSG8
23959	PSG9
23960	PSHK2
23961	PSIP1
23962	PSIP1P1
23963	PSIP1P2
23964	PSKH1
23965	PSKH2
23966	PSMA1
23967	PSMA2
23968	PSMA2L
23969	PSMA3
23970	PSMA3P
23971	PSMA4
23972	PSMA5
23973	PSMA6
23974	PSMA6P1
23975	PSMA6P2
23976	PSMA6P4
23977	PSMA7
23978	PSMA7P
23979	PSMA8
23980	PSMAGEA
23981	PSMB1
23982	PSMB10
23983	PSMB11
23984	PSMB2
23985	PSMB3
23986	PSMB3P
23987	PSMB3P2
23988	PSMB4
23989	PSMB5
23990	PSMB6
23991	PSMB7
23992	PSMB8
23993	PSMB9
23994	PSMC1
23995	PSMC1P1
23996	PSMC1P10
23997	PSMC1P11
23998	PSMC1P12
23999	PSMC1P2
24000	PSMC1P3
24001	PSMC1P4
24002	PSMC1P6
24003	PSMC1P7
24004	PSMC1P8
24005	PSMC1P9
24006	PSMC2
24007	PSMC3
24008	PSMC3IP
24009	PSMC3P
24010	PSMC4
24011	PSMC5
24012	PSMC6
24013	PSMC6P1
24014	PSMC6P2
24015	PSMD1
24016	PSMD10
24017	PSMD10P1
24018	PSMD10P2
24019	PSMD10P3
24020	PSMD11
24021	PSMD12
24022	PSMD12P
24023	PSMD13
24024	PSMD14
24025	PSMD2
24026	PSMD2P1
24027	PSMD3
24028	PSMD4
24029	PSMD4P1
24030	PSMD5
24031	PSMD6
24032	PSMD7
24033	PSMD7P1
24034	PSMD8
24035	PSMD9
24036	PSME1
24037	PSME2
24038	PSME2P1
24039	PSME2P2
24040	PSME2P3
24041	PSME2P4
24042	PSME2P5
24043	PSME2P6
24044	PSME3
24045	PSME4
24046	PSMF1
24047	PSMG1
24048	PSMG2
24049	PSMG3
24050	PSMG4
24051	PSNP2
24052	PSORS10
24053	PSORS1C1
24054	PSORS1C2
24055	PSORS1C3
24056	PSORS2
24057	PSORS3
24058	PSORS4
24059	PSORS5
24060	PSORS6
24061	PSORS9
24062	PSPC1
24063	PSPC1P1
24064	PSPH
24065	PSPHP1
24066	PSPN
24067	PSRC1
24068	PSTK
24069	PSTPIP1
24070	PSTPIP2
24071	PTAFR
24072	PTAR1
24073	PTBP1
24074	PTBP1P
24075	PTBP2
24076	PTCD1
24077	PTCD2
24078	PTCD2P1
24079	PTCD3
24080	PTCH1
24081	PTCH2
24082	PTCHD1
24083	PTCHD2
24084	PTCHD3
24085	PTCPRN
24086	PTCRA
24087	PTCSC
24088	PTDSS1
24089	PTDSS2
24090	PTEN
24091	PTENP1
24092	PTER
24093	PTF1A
24094	PTGDR
24095	PTGDS
24096	PTGER1
24097	PTGER2
24098	PTGER3
24099	PTGER4
24100	PTGES
24101	PTGES2
24102	PTGES3
24103	PTGES3P
24104	PTGFR
24105	PTGFRN
24106	PTGIR
24107	PTGIS
24108	PTGR1
24109	PTGR2
24110	PTGS1
24111	PTGS2
24112	PTH
24113	PTH1R
24114	PTH2
24115	PTH2R
24116	PTHLH
24117	PTK2
24118	PTK2B
24119	PTK6
24120	PTK7
24121	PTLAH
24122	PTMA
24123	PTMAP1
24124	PTMAP2
24125	PTMAP3
24126	PTMAP4
24127	PTMAP6
24128	PTMAP7
24129	PTMAP8
24130	PTMS
24131	PTN
24132	PTOS1
24133	PTOS2
24134	PTOV1
24135	PTP4A1
24136	PTP4A2
24137	PTP4A2P1
24138	PTP4A2P2
24139	PTP4A3
24140	PTPDC1
24141	PTPLA
24142	PTPLAD1
24143	PTPLAD2
24144	PTPLB
24145	PTPMT1
24146	PTPN1
24147	PTPN11
24148	PTPN12
24149	PTPN13
24150	PTPN14
24151	PTPN18
24152	PTPN2
24153	PTPN20A
24154	PTPN20B
24155	PTPN20C
24156	PTPN21
24157	PTPN22
24158	PTPN23
24159	PTPN2P1
24160	PTPN2P2
24161	PTPN3
24162	PTPN4
24163	PTPN5
24164	PTPN6
24165	PTPN7
24166	PTPN9
24167	PTPRA
24168	PTPRB
24169	PTPRC
24170	PTPRCAP
24171	PTPRD
24172	PTPRE
24173	PTPRF
24174	PTPRG
24175	PTPRH
24176	PTPRJ
24177	PTPRK
24178	PTPRM
24179	PTPRN
24180	PTPRN2
24181	PTPRO
24182	PTPRQ
24183	PTPRR
24184	PTPRS
24185	PTPRT
24186	PTPRU
24187	PTPRVP
24188	PTPRZ1
24189	PTPRZ2
24190	PTRF
24191	PTRH1
24192	PTRH2
24193	PTRHD1
24194	PTS
24195	PTS-P1
24196	PTTG1
24197	PTTG1IP
24198	PTTG2
24199	PTTG3P
24200	PTTG4P
24201	PTX3
24202	PTX4
24203	PUF60
24204	PUJO
24205	PUM1
24206	PUM2
24207	PURA
24208	PURB
24209	PURG
24210	PUS1
24211	PUS10
24212	PUS3
24213	PUS7
24214	PUS7L
24215	PUSL1
24216	PVALB
24217	PVR
24218	PVRIG
24219	PVRL1
24220	PVRL2
24221	PVRL3
24222	PVRL4
24223	PVT1
24224	PWP1
24225	PWP2
24226	PWRN1
24227	PWRN2
24228	PWWP2A
24229	PWWP2B
24230	PXDN
24231	PXDNL
24232	PXK
24233	PXMP2
24234	PXMP4
24235	PXN
24236	PXT1
24237	PYCARD
24238	PYCR1
24239	PYCR2
24240	PYCRL
24241	PYDC1
24242	PYDC2
24243	PYGB
24244	PYGL
24245	PYGM
24246	PYGO1
24247	PYGO2
24248	PYHIN1
24249	PYROXD1
24250	PYROXD2
24251	PYY
24252	PYY2
24253	PYY3
24254	PZP
24255	ProSAPiP1
24256	QARS
24257	QDPR
24258	QKI
24259	QPCT
24260	QPCTL
24261	QPRT
24262	QRFP
24263	QRFPR
24264	QRICH1
24265	QRICH2
24266	QRSL1
24267	QSER1
24268	QSOX1
24269	QSOX2
24270	QTRT1
24271	QTRTD1
24272	R3HCC1
24273	R3HDM1
24274	R3HDM2
24275	R3HDML
24276	RAB10
24277	RAB11A
24278	RAB11B
24279	RAB11FIP1
24280	RAB11FIP1P1
24281	RAB11FIP2
24282	RAB11FIP3
24283	RAB11FIP4
24284	RAB11FIP5
24285	RAB12
24286	RAB13
24287	RAB14
24288	RAB15
24289	RAB17
24290	RAB18
24291	RAB19
24292	RAB1A
24293	RAB1B
24294	RAB1C
24295	RAB20
24296	RAB21
24297	RAB22A
24298	RAB23
24299	RAB24
24300	RAB25
24301	RAB26
24302	RAB27A
24303	RAB27B
24304	RAB28
24305	RAB2A
24306	RAB2B
24307	RAB30
24308	RAB31
24309	RAB32
24310	RAB33A
24311	RAB33B
24312	RAB34
24313	RAB35
24314	RAB36
24315	RAB37
24316	RAB38
24317	RAB39
24318	RAB39B
24319	RAB3A
24320	RAB3B
24321	RAB3C
24322	RAB3D
24323	RAB3GAP1
24324	RAB3GAP2
24325	RAB3IL1
24326	RAB3IP
24327	RAB40A
24328	RAB40AL
24329	RAB40B
24330	RAB40C
24331	RAB41
24332	RAB42
24333	RAB42P1
24334	RAB43
24335	RAB43P1
24336	RAB44
24337	RAB4A
24338	RAB4B
24339	RAB5A
24340	RAB5B
24341	RAB5C
24342	RAB6A
24343	RAB6B
24344	RAB6C
24345	RAB7A
24346	RAB7B
24347	RAB7L1
24348	RAB8A
24349	RAB8B
24350	RAB9A
24351	RAB9B
24352	RAB9BP1
24353	RABAC1
24354	RABEP1
24355	RABEP2
24356	RABEPK
24357	RABGAP1
24358	RABGAP1L
24359	RABGEF1
24360	RABGGTA
24361	RABGGTB
24362	RABIF
24363	RABL2A
24364	RABL2B
24365	RABL3
24366	RABL5
24367	RAC1
24368	RAC1P1
24369	RAC1P2
24370	RAC1P3
24371	RAC1P4
24372	RAC1P5
24373	RAC2
24374	RAC3
24375	RACGAP1
24376	RACGAP1P
24377	RAD1
24378	RAD17
24379	RAD17P1
24380	RAD17P2
24381	RAD18
24382	RAD21
24383	RAD21-AS1
24384	RAD21L1
24385	RAD23A
24386	RAD23B
24387	RAD23BLP
24388	RAD50
24389	RAD51
24390	RAD51AP1
24391	RAD51AP2
24392	RAD51B
